uniqid_eco4,NWALT74_12_eco4,NWALT74_21_eco4,NWALT74_22_eco4,NWALT74_23_eco4,NWALT74_24_eco4,NWALT74_25_eco4,NWALT74_26_eco4,NWALT74_27_eco4,NWALT74_31_eco4,NWALT74_32_eco4,NWALT74_33_eco4,NWALT74_41_eco4,NWALT74_43_eco4,NWALT74_44_eco4,NWALT74_45_eco4,NWALT74_46_eco4,NWALT74_50_eco4,NWALT74_60_eco4,NWALT74_9999_eco4
177,2.50,1.67,1.04,0.58,0.36,0.59,4.25,2.06,0.07,6.15,0.38,0.04,1.27,9.50,2.29,1.25,58.47,2.46,0.00
178,0.72,0.44,0.11,0.05,0.04,0.01,0.40,0.77,0.00,0.85,0.03,0.06,0.22,0.92,0.25,0.13,90.25,3.37,0.00
179,0.06,0.06,0.01,0.00,0.00,0.00,0.02,0.10,0.00,0.15,0.00,0.01,0.02,0.13,0.01,0.02,57.56,41.10,0.00
180,0.08,0.15,0.02,0.01,0.04,0.01,0.07,0.54,0.26,0.17,0.00,0.01,0.08,0.42,0.09,0.06,94.41,3.02,0.00
181,0.61,0.22,0.03,0.00,0.02,0.00,0.34,0.40,0.00,0.56,0.00,0.03,0.05,1.24,0.22,0.06,95.04,0.00,0.00
182,0.33,0.29,0.06,0.07,0.04,0.01,0.43,0.71,0.25,0.30,0.00,0.02,0.34,2.95,0.33,0.11,92.89,0.31,0.00
183,0.02,0.11,0.01,0.00,0.00,0.00,0.01,0.33,0.00,0.02,0.00,0.00,0.06,1.03,0.16,0.08,97.89,0.08,0.00
184,0.00,0.02,0.01,0.02,0.01,0.00,0.11,0.36,0.00,0.18,0.00,0.00,0.03,0.48,0.57,1.86,95.78,0.45,0.00
185,0.01,0.29,0.01,0.02,0.04,0.00,0.01,0.23,0.00,0.20,0.02,0.00,0.01,0.17,0.18,0.07,89.92,8.01,0.00
186,0.00,0.14,0.02,0.04,0.01,0.00,0.03,0.22,0.00,0.05,0.00,0.00,0.01,0.00,0.00,3.48,94.35,1.30,0.00
187,0.00,0.17,0.02,0.00,0.03,0.01,0.18,0.28,0.03,1.30,0.00,0.00,0.01,0.00,0.12,0.23,97.33,0.06,0.00
188,0.00,1.81,0.50,0.20,0.28,0.35,2.06,3.02,0.02,4.19,0.12,0.00,0.70,0.32,1.28,7.86,76.06,0.25,0.00
189,0.53,0.04,0.07,0.01,0.57,0.00,1.16,0.23,0.00,3.66,0.12,0.00,0.01,0.00,0.00,14.08,77.34,1.01,0.00
190,0.02,0.62,0.37,0.07,0.69,0.18,2.13,1.69,7.21,2.22,0.00,0.19,0.15,0.04,0.08,1.04,83.14,0.00,0.00
191,0.13,1.65,0.75,0.04,0.46,0.00,3.02,0.89,2.95,0.39,0.00,0.01,4.69,1.83,1.42,22.73,57.96,0.00,0.00
192,0.00,0.29,0.08,0.01,0.02,0.01,0.15,0.37,0.00,0.22,0.07,0.00,14.51,15.18,0.28,0.47,68.22,0.00,0.00
193,0.01,0.44,0.18,0.04,0.03,0.03,0.41,0.26,0.14,0.28,0.03,0.03,3.00,6.93,0.15,5.39,80.85,1.55,0.00
194,0.00,0.08,0.01,0.00,0.00,0.00,0.03,0.03,0.03,0.04,0.00,0.02,0.11,0.85,0.05,1.59,94.31,2.71,0.00
195,0.01,0.13,0.03,0.01,0.01,0.00,0.03,0.04,0.00,0.06,0.00,0.02,0.03,0.16,0.01,17.91,73.03,5.34,0.00
196,0.00,0.06,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02,0.00,0.05,0.01,0.36,0.02,0.32,97.58,1.49,0.00
197,0.03,0.16,0.07,0.02,0.01,0.00,0.14,0.18,0.00,0.12,0.00,0.02,0.21,8.71,0.22,1.21,88.23,0.00,0.00
198,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.23,11.73,0.35,0.02,87.10,0.00,0.00
199,0.00,0.15,0.02,0.00,0.00,0.00,0.04,0.04,0.00,0.08,0.00,0.00,0.03,0.27,0.01,41.34,57.87,0.05,0.00
200,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.15,0.13,0.00,33.71,65.93,0.00,0.00
201,0.01,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.17,0.00,0.00,0.01,5.35,81.23,12.92,0.00
202,0.05,0.12,0.01,0.00,0.00,0.00,0.02,0.02,0.00,0.07,0.00,0.02,0.00,0.01,0.02,2.80,88.06,8.61,0.00
203,0.08,0.18,0.04,0.00,0.03,0.00,0.06,0.10,0.02,0.54,0.00,0.02,0.01,0.18,0.10,6.81,90.28,1.41,0.00
204,0.13,0.23,0.05,0.02,0.04,0.01,0.08,0.11,0.16,0.32,0.01,0.02,0.11,1.33,0.36,16.92,79.76,0.09,0.00
205,0.00,0.11,0.03,0.01,0.01,0.01,0.05,0.04,0.00,0.17,0.00,0.06,0.01,0.08,0.05,5.75,89.79,3.57,0.00
206,0.00,0.13,0.02,0.00,0.01,0.00,0.02,0.06,0.00,0.06,0.00,0.00,0.04,0.80,0.13,3.92,93.65,0.85,0.00
207,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.00,0.05,0.00,0.01,0.03,7.06,85.50,7.03,0.00
208,0.00,0.12,0.02,0.01,0.00,0.00,0.06,0.02,0.00,0.13,0.00,0.14,0.02,0.11,0.06,10.33,87.82,1.07,0.00
209,0.00,0.42,0.06,0.01,0.01,0.01,0.10,0.07,0.00,0.26,0.01,0.04,0.12,8.46,1.78,10.15,76.92,0.04,0.00
210,0.00,0.36,0.04,0.01,0.01,0.00,0.05,0.10,0.00,0.14,0.01,0.06,0.20,2.72,2.01,71.30,21.96,0.12,0.00
211,0.05,0.21,0.01,0.00,0.00,0.00,0.02,0.06,0.00,0.01,0.02,0.00,0.11,2.01,0.84,21.91,74.63,0.05,0.00
212,0.00,0.05,0.00,0.01,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.42,98.01,1.46,0.00
213,0.71,0.42,0.14,0.01,0.03,0.06,0.29,0.37,0.01,0.17,0.02,0.00,2.01,36.20,1.99,9.71,47.58,0.00,0.00
214,0.38,0.25,0.04,0.00,0.00,0.00,0.04,0.18,0.00,0.07,0.02,0.00,0.35,5.76,0.31,9.62,81.93,0.51,0.00
215,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,97.23,2.76,0.00
216,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.42,0.12,7.08,91.99,0.00,0.00
217,0.01,0.49,0.13,0.00,0.01,0.00,0.30,0.11,0.00,1.27,0.01,0.30,0.22,0.65,0.36,13.01,83.06,0.00,0.00
218,0.88,1.77,2.77,0.76,0.30,0.99,6.43,1.67,4.92,4.31,0.03,0.02,20.66,14.56,0.37,5.21,31.64,0.00,0.00
219,0.00,0.48,0.29,0.02,0.06,0.06,0.39,0.29,1.53,0.78,0.08,0.04,0.47,0.10,0.04,8.89,85.91,0.00,0.00
220,0.00,0.16,0.07,0.02,0.01,0.01,0.11,0.10,0.00,0.23,0.01,0.16,0.32,0.47,0.22,34.14,63.79,0.07,0.00
221,0.00,0.17,0.03,0.02,0.00,0.00,0.03,0.04,0.00,0.15,0.03,0.08,0.06,0.06,0.03,8.49,90.72,0.00,0.00
222,0.00,0.38,0.03,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.08,0.00,0.00,0.00,6.39,93.07,0.00,0.00
223,0.00,0.17,0.02,0.00,0.00,0.00,0.03,0.01,0.00,0.31,0.00,0.01,0.00,0.00,0.06,58.42,40.96,0.00,0.00
224,0.00,0.44,0.62,0.22,0.21,0.54,0.70,0.31,1.58,0.27,0.02,0.03,0.15,0.08,0.01,18.74,75.97,0.05,0.00
225,0.00,0.19,0.01,0.00,0.00,0.00,0.01,0.03,0.00,0.07,0.00,0.00,0.00,0.05,0.04,10.86,88.70,0.00,0.00
226,0.00,0.23,0.02,0.01,0.00,0.00,0.02,0.03,0.00,0.01,0.01,0.02,0.09,0.09,0.02,14.26,80.71,4.48,0.00
227,0.20,0.35,0.07,0.02,0.03,0.01,0.06,0.09,0.00,0.07,0.03,0.00,0.00,0.04,0.00,7.02,91.94,0.02,0.00
228,0.00,0.08,0.01,0.00,0.00,0.00,0.01,0.03,0.00,0.07,0.00,0.05,0.00,0.01,0.01,9.02,89.74,0.95,0.00
229,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.51,99.40,0.00,0.00
230,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.92,95.05,0.00,0.00
231,0.02,0.16,0.02,0.00,0.00,0.00,0.01,0.07,0.00,0.06,0.00,0.00,0.00,0.02,0.00,26.11,71.83,1.55,0.00
232,0.01,0.13,0.02,0.00,0.00,0.00,0.03,0.02,0.00,0.15,0.00,0.00,0.00,0.01,0.01,23.32,76.28,0.00,0.00
233,0.00,0.25,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.01,83.42,1.24,0.00
234,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,24.80,74.24,0.00
235,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.73,84.80,11.47,0.00
236,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.98,4.01,0.00
237,0.00,0.17,0.03,0.01,0.02,0.00,0.10,0.12,0.00,0.43,0.01,0.02,0.00,0.06,0.00,7.75,91.15,0.12,0.00
238,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,3.86,92.56,3.52,0.00
239,0.00,0.12,0.04,0.01,0.01,0.00,0.09,0.10,0.00,0.20,0.01,0.22,0.02,0.02,0.01,2.07,91.33,5.76,0.00
240,0.00,0.15,0.05,0.02,0.02,0.01,0.09,0.08,0.00,0.24,0.01,0.01,0.00,0.00,0.01,1.66,89.93,7.66,0.00
241,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.21,79.09,18.57,0.00
242,0.00,0.13,0.02,0.00,0.00,0.00,0.03,0.09,0.03,0.09,0.00,0.02,0.01,0.01,0.01,5.54,92.48,1.46,0.00
243,0.00,0.09,0.04,0.00,0.07,0.00,0.13,0.16,0.00,0.41,0.00,0.02,0.00,0.01,0.00,1.13,94.36,3.58,0.00
244,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.17,73.77,24.03,0.00
245,0.00,0.20,0.04,0.01,0.01,0.01,0.11,0.18,0.00,0.34,0.00,0.35,0.00,0.06,0.01,0.41,91.89,6.35,0.00
246,0.01,0.17,0.00,0.01,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.90,31.14,1.46,0.00
247,0.00,0.06,0.01,0.00,0.00,0.00,0.02,0.03,0.00,0.01,0.01,0.00,0.00,0.00,0.01,3.55,87.17,9.03,0.00
248,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,99.71,0.00,0.00
249,0.00,0.07,0.00,0.00,0.00,0.00,0.10,0.05,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.05,94.17,5.38,0.00
250,0.08,0.33,0.13,0.08,0.03,0.10,0.18,0.12,0.23,0.25,0.05,0.05,0.90,0.07,0.01,5.54,91.29,0.23,0.02
251,0.00,0.17,0.02,0.00,0.00,0.00,0.04,0.03,0.00,0.12,0.02,0.05,0.27,0.03,0.00,13.98,85.05,0.19,0.01
252,0.00,0.08,0.00,0.01,0.00,0.00,0.01,0.02,0.00,0.05,0.01,0.01,0.06,0.06,0.00,4.53,94.58,0.50,0.05
253,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.64,89.78,3.55,0.00
254,0.00,0.18,0.00,0.02,0.00,0.00,0.01,0.02,0.00,0.05,0.00,0.00,0.02,0.01,0.00,4.34,95.27,0.06,0.00
255,0.21,0.79,1.68,0.37,0.31,0.85,2.88,1.49,1.64,0.91,0.00,0.03,39.90,2.50,0.09,0.36,41.83,0.00,0.17
256,0.00,0.22,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.00,0.00,0.00,23.36,76.31,0.00,0.00
257,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,5.64,94.26,0.00,0.00
258,0.21,0.15,0.03,0.00,0.00,0.02,0.03,0.09,0.00,0.06,0.00,0.00,2.02,0.54,1.79,71.38,23.60,0.00,0.00
259,0.02,0.21,0.01,0.01,0.00,0.00,0.03,0.15,0.00,0.04,0.00,0.01,20.25,1.53,0.13,63.59,13.84,0.00,0.00
260,0.13,0.27,0.05,0.03,0.02,0.03,0.09,0.16,0.14,0.12,0.00,0.01,16.72,1.15,0.42,72.90,7.51,0.04,0.00
261,0.04,0.37,0.22,0.08,0.08,0.25,0.27,0.24,0.14,0.08,0.02,0.00,62.83,3.79,0.25,25.70,5.41,0.00,0.00
262,0.00,0.28,0.08,0.03,0.02,0.04,0.13,0.21,0.00,0.11,0.03,0.01,46.60,0.77,0.09,44.87,6.64,0.00,0.00
263,0.08,0.09,0.01,0.03,0.00,0.00,0.04,0.08,0.00,0.06,0.00,0.02,7.96,0.43,0.14,73.47,17.31,0.12,0.00
264,0.10,0.16,0.01,0.00,0.00,0.00,0.02,0.04,0.00,0.03,0.00,0.00,4.88,0.49,0.34,87.25,6.47,0.09,0.00
265,1.44,0.63,0.18,0.05,0.03,0.10,0.24,0.33,0.00,0.12,0.03,0.01,38.61,2.25,0.75,41.71,10.95,0.07,0.00
266,0.01,0.38,0.22,0.09,0.05,0.21,0.30,0.35,0.25,0.20,0.04,0.03,49.45,0.92,0.15,35.60,11.44,0.00,0.00
267,0.00,0.14,0.02,0.05,0.01,0.01,0.03,0.09,0.00,0.03,0.00,0.08,6.53,0.50,0.01,38.32,54.07,0.07,0.00
268,0.00,0.29,0.18,0.16,0.03,0.16,0.28,0.18,0.66,0.26,0.02,0.06,7.57,0.84,0.01,37.65,51.64,0.00,0.00
269,0.01,1.56,3.18,0.74,1.65,2.67,5.58,1.63,6.13,2.07,0.15,0.20,23.38,11.89,2.02,19.43,13.60,0.00,0.00
270,0.05,0.19,0.03,0.04,0.01,0.01,0.10,0.14,0.00,0.15,0.01,0.01,7.28,0.47,0.35,73.22,17.62,0.03,0.00
271,0.01,0.34,0.08,0.04,0.01,0.01,0.18,0.22,0.00,0.18,0.02,0.01,20.03,0.55,0.25,31.47,46.31,0.00,0.00
272,0.00,0.14,0.01,0.02,0.01,0.00,0.03,0.08,0.00,0.05,0.00,0.01,2.89,0.10,0.12,26.65,69.58,0.00,0.00
273,0.00,0.22,0.02,0.00,0.00,0.01,0.06,0.07,0.03,0.15,0.01,0.06,1.20,0.03,0.00,52.22,45.55,0.00,0.00
274,0.05,0.28,0.09,0.08,0.03,0.08,0.16,0.17,0.17,0.19,0.03,0.00,6.99,0.70,0.62,81.03,9.03,0.00,0.00
275,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.17,0.03,0.08,48.23,51.43,0.00,0.00
276,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.10,0.09,0.03,42.93,56.76,0.00,0.00
277,0.00,0.17,0.01,0.01,0.01,0.00,0.02,0.03,0.02,0.06,0.01,0.00,0.06,0.05,0.13,22.44,76.91,0.03,0.00
278,0.00,0.61,0.26,0.06,0.10,0.00,0.15,1.13,0.00,1.04,0.03,0.01,0.15,0.20,2.35,44.90,48.98,0.00,0.00
279,0.00,0.52,0.93,0.21,0.31,0.67,1.29,0.55,2.55,0.19,0.08,0.02,0.62,0.24,2.99,80.58,8.18,0.00,0.00
280,0.01,0.09,0.06,0.00,0.02,0.02,0.08,0.12,0.00,0.19,0.02,0.00,3.04,0.46,0.12,67.69,26.99,0.00,0.00
281,0.00,0.30,0.03,0.00,0.01,0.01,0.06,0.02,0.00,0.22,0.01,0.02,0.34,0.11,0.11,83.50,14.94,0.00,0.00
282,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.71,77.17,0.00,0.00
283,0.00,0.18,0.01,0.00,0.00,0.00,0.02,0.02,0.00,0.03,0.02,0.02,0.33,0.04,0.03,58.88,40.12,0.00,0.00
284,0.00,0.21,0.01,0.00,0.00,0.00,0.01,0.04,0.00,0.03,0.00,0.01,0.22,0.01,0.01,79.73,19.70,0.00,0.00
285,0.00,0.48,0.05,0.00,0.00,0.00,0.08,0.24,0.00,0.40,0.00,0.03,3.67,0.29,0.12,67.13,26.71,0.00,0.00
286,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.08,0.01,0.01,37.02,62.74,0.00,0.00
287,0.02,0.30,0.11,0.03,0.02,0.07,0.21,0.26,0.00,0.11,0.00,0.00,42.19,2.98,3.38,43.42,5.72,0.00,0.00
288,0.12,0.25,0.05,0.01,0.01,0.02,0.11,0.18,0.00,0.08,0.00,0.00,47.00,1.41,1.11,44.37,4.46,0.11,0.00
289,0.31,0.37,0.17,0.08,0.05,0.13,0.35,0.31,0.00,0.33,0.02,0.00,57.63,1.26,0.63,32.01,4.92,0.23,0.00
290,0.04,0.46,0.32,0.19,0.08,0.30,0.62,0.44,0.22,0.37,0.01,0.00,58.79,2.33,3.09,25.51,6.04,0.00,0.00
291,0.22,0.21,0.06,0.01,0.01,0.01,0.14,0.22,0.00,0.08,0.00,0.00,31.12,2.40,3.53,56.98,4.54,0.00,0.00
292,0.12,0.39,0.16,0.05,0.03,0.06,0.29,0.26,0.00,0.13,0.03,0.00,78.80,1.28,1.57,12.08,4.24,0.00,0.00
293,2.49,0.99,0.47,0.14,0.07,0.26,0.57,0.44,0.00,0.22,0.03,0.04,64.43,2.77,3.20,12.23,9.29,0.16,0.00
294,0.01,0.46,0.28,0.15,0.05,0.18,0.45,0.45,0.47,0.23,0.03,0.01,36.94,1.13,1.04,18.87,38.87,0.00,0.00
295,0.00,0.40,0.23,0.21,0.06,0.17,0.53,0.34,0.34,0.37,0.01,0.00,17.42,1.30,6.33,39.51,31.61,0.00,0.00
296,0.00,0.30,0.08,0.05,0.03,0.04,0.20,0.29,0.00,0.24,0.01,0.01,6.23,0.51,0.51,22.37,68.81,0.00,0.00
297,0.00,0.09,0.03,0.30,0.03,0.00,0.16,0.12,0.16,1.59,0.00,0.00,8.98,0.38,0.70,17.49,63.24,4.16,0.00
298,0.03,0.25,0.05,0.04,0.01,0.02,0.12,0.27,0.00,0.09,0.01,0.00,30.31,0.97,1.64,43.98,21.48,0.00,0.00
299,0.01,0.29,0.19,0.26,0.04,0.22,0.25,0.29,0.02,0.39,0.01,0.02,55.64,0.85,0.25,6.01,34.69,0.00,0.00
300,0.00,0.21,0.00,0.08,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.11,13.58,0.35,1.85,75.67,7.54,0.00,0.00
301,0.00,0.77,0.81,0.30,0.21,0.82,1.07,0.65,1.01,0.82,0.04,0.01,22.49,4.80,5.45,43.09,15.92,0.06,0.00
302,4.54,0.01,0.00,0.00,0.13,0.00,0.00,0.17,0.00,0.00,0.00,0.06,2.58,0.20,0.29,7.25,55.76,0.00,0.00
303,0.00,0.33,0.08,0.04,0.02,0.03,0.18,0.22,0.00,0.18,0.01,0.00,24.13,0.54,0.90,56.13,16.41,0.09,0.00
304,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.39,4.88,0.07,1.25,79.75,12.72,0.00,0.00
305,0.09,0.34,0.10,0.10,0.03,0.07,0.25,0.26,0.00,0.24,0.00,0.01,13.09,9.20,5.94,59.88,8.10,0.79,0.00
306,0.01,0.50,0.24,0.11,0.08,0.10,0.75,0.77,1.08,1.05,0.01,0.01,3.06,11.21,4.62,23.94,50.09,0.11,0.00
307,0.33,0.66,0.90,0.37,0.39,0.47,2.30,1.17,2.49,2.31,0.02,0.01,4.70,13.06,13.44,20.53,30.58,0.00,0.00
308,0.00,0.37,0.15,0.09,0.03,0.03,0.40,0.62,0.08,0.74,0.01,0.06,4.02,3.96,6.44,34.02,47.71,0.00,0.00
309,0.02,0.99,1.07,0.75,0.46,1.04,1.80,1.22,1.70,1.20,0.06,0.05,7.15,10.88,12.87,37.80,18.48,0.00,0.00
310,0.00,0.38,0.19,0.26,0.05,0.05,0.45,0.48,0.37,0.45,0.01,0.03,3.14,1.79,2.47,38.37,50.59,0.00,0.00
311,0.00,0.16,0.04,0.03,0.00,0.00,0.14,0.32,0.00,1.28,0.00,0.00,1.80,0.21,5.38,32.02,54.89,0.00,0.00
312,0.00,0.54,0.30,0.13,0.05,0.16,0.50,0.50,0.00,0.36,0.05,0.14,3.41,12.36,7.42,30.77,42.27,0.08,0.00
313,0.00,0.31,0.16,0.08,0.05,0.10,0.41,0.56,0.00,0.87,0.00,0.01,11.56,2.36,5.42,47.88,29.23,0.00,0.00
314,0.00,0.48,0.03,0.00,0.00,0.00,0.08,0.13,0.00,0.03,0.12,0.51,1.43,1.74,0.78,5.03,88.53,0.00,0.00
315,0.42,1.28,1.53,1.07,0.43,0.51,4.53,5.07,1.51,3.52,0.07,0.03,18.92,26.54,1.58,0.34,31.81,0.00,0.00
316,0.53,2.31,3.13,1.75,0.57,0.91,8.14,4.35,3.26,3.85,0.03,0.20,11.21,24.59,1.01,0.38,30.97,0.18,0.00
317,0.18,0.37,0.57,0.71,0.61,0.11,1.72,3.82,0.01,3.07,0.13,0.05,2.04,8.02,0.87,0.36,73.84,2.13,0.00
318,0.21,0.61,0.64,0.82,0.70,0.23,3.14,3.57,0.02,5.83,0.07,0.13,1.37,6.53,0.55,0.35,69.44,5.28,0.00
319,0.29,0.57,0.88,0.18,0.48,0.25,7.56,3.85,5.21,7.67,0.03,0.21,0.26,2.84,0.23,0.04,67.30,0.04,0.00
320,0.60,2.01,3.93,1.10,1.44,5.34,11.83,2.98,8.03,8.06,0.05,0.14,0.11,0.95,0.13,0.07,49.81,0.14,0.00
321,0.91,1.13,1.97,2.28,0.70,0.96,8.67,3.68,5.80,2.15,0.04,0.16,2.96,9.65,0.62,2.80,54.03,0.21,0.00
322,0.60,1.33,0.72,0.71,0.14,0.69,2.15,1.98,1.15,1.69,0.23,0.31,0.30,3.57,0.59,0.27,81.14,0.00,0.00
323,0.51,1.09,0.75,0.33,0.19,0.24,1.26,2.38,0.01,0.57,0.01,0.06,3.12,21.57,1.59,0.92,64.54,0.00,0.00
324,0.00,0.26,0.05,0.02,0.01,0.00,0.09,0.12,0.00,0.10,0.00,0.01,0.38,0.17,0.09,2.41,96.14,0.03,0.00
325,0.00,0.25,0.08,0.02,0.09,0.00,0.49,0.55,0.00,1.11,0.02,0.04,0.37,0.43,0.30,9.25,84.32,0.00,0.00
326,0.00,0.24,0.25,0.06,0.08,0.02,0.68,0.98,1.06,0.84,0.00,0.12,0.23,0.24,0.31,4.35,89.45,0.18,0.00
327,0.00,0.18,0.03,0.07,0.00,0.00,0.05,0.12,0.00,0.06,0.00,0.01,0.12,0.00,0.00,1.71,97.61,0.00,0.00
328,0.10,0.39,0.11,0.01,0.02,0.01,0.30,0.51,0.00,0.27,0.00,0.00,12.77,2.61,1.09,13.03,68.64,0.00,0.00
329,0.00,0.31,0.03,0.34,0.01,0.00,0.14,0.11,0.00,0.22,0.00,0.01,0.04,0.02,0.01,12.00,86.62,0.00,0.00
330,0.07,0.23,0.08,0.05,0.01,0.02,0.16,0.28,0.03,0.22,0.00,0.03,3.06,6.15,0.75,12.33,76.27,0.00,0.00
331,0.13,1.10,1.84,0.45,0.12,1.05,2.17,1.21,1.32,3.38,0.00,0.01,18.36,6.17,0.20,8.75,42.29,0.03,1.55
332,0.16,1.15,1.57,0.76,0.40,1.41,2.36,1.21,2.42,1.36,0.03,0.04,18.87,20.56,11.20,17.19,17.80,0.01,0.00
333,0.33,0.49,0.23,0.07,0.04,0.01,0.55,0.64,0.00,0.23,0.00,0.01,4.41,49.37,5.73,2.25,35.27,0.00,0.00
334,2.64,0.37,0.14,0.29,0.02,0.00,0.09,0.52,1.87,0.20,0.07,0.11,31.03,28.31,2.84,6.11,20.22,0.00,0.00
335,2.00,0.44,0.23,0.07,0.04,0.04,0.75,0.96,0.21,0.80,0.02,0.01,4.03,44.11,5.36,3.08,33.72,0.00,0.00
336,0.78,0.41,0.17,0.09,0.03,0.02,0.36,0.61,0.10,0.20,0.01,0.17,3.93,28.38,5.37,2.69,56.18,0.00,0.00
337,0.92,0.60,0.52,0.07,0.02,0.00,0.28,0.64,0.03,0.23,0.00,0.01,3.94,48.17,8.66,2.00,33.49,0.00,0.00
338,1.31,0.92,0.58,0.21,0.04,0.13,1.16,0.86,0.02,0.48,0.05,0.00,7.22,64.06,2.35,0.40,19.34,0.00,0.00
339,0.02,0.33,0.17,0.07,0.04,0.00,0.00,1.87,0.00,0.00,0.00,0.07,0.69,5.05,1.21,0.06,88.61,0.00,0.00
340,14.90,0.20,0.12,0.04,0.01,0.01,0.22,0.32,0.00,0.10,0.00,0.04,21.22,27.38,2.62,1.99,27.79,0.00,0.00
341,2.72,0.99,1.73,0.89,0.27,1.17,2.64,1.03,2.61,1.32,0.03,0.03,32.82,31.10,1.13,0.96,17.48,0.05,0.00
342,1.37,0.53,0.52,0.39,0.11,0.49,0.68,0.47,0.30,0.31,0.04,0.03,40.34,15.33,1.40,2.07,35.40,0.03,0.00
343,13.03,0.29,0.37,0.29,0.09,0.06,0.58,0.73,0.11,0.92,0.02,0.03,10.37,28.33,2.30,0.95,38.65,0.00,0.00
344,0.27,0.14,0.02,0.01,0.00,0.00,0.05,0.23,0.00,0.05,0.00,0.01,1.56,6.86,3.02,41.88,45.82,0.00,0.00
345,0.27,0.54,1.01,0.20,0.10,0.27,2.13,1.45,1.25,1.07,0.00,0.13,57.67,14.36,0.82,2.52,15.48,0.00,0.00
346,0.30,1.44,1.87,0.73,0.35,0.70,3.11,1.95,2.57,2.32,0.05,0.00,46.76,9.52,0.39,2.61,22.39,0.29,0.38
347,55.17,0.06,0.10,0.39,0.04,0.16,0.06,0.18,0.18,0.03,0.04,0.02,1.89,1.78,0.02,0.00,13.63,0.02,0.00
348,39.38,0.45,0.69,0.75,0.22,0.37,1.42,0.95,0.61,2.22,0.36,0.10,1.80,3.70,0.41,2.14,35.31,0.31,0.00
349,7.90,0.17,0.34,0.81,0.24,0.02,0.77,0.30,1.44,0.88,0.21,0.01,1.18,0.35,1.93,2.81,77.18,0.00,0.04
350,2.80,1.07,1.13,0.41,0.20,0.77,2.47,2.35,0.49,0.48,0.00,0.00,56.15,25.27,0.28,0.16,5.23,0.00,0.00
351,4.82,0.53,0.34,0.24,0.05,0.09,0.97,0.81,0.40,1.49,0.02,0.04,1.13,13.28,1.43,0.56,71.65,0.21,0.00
352,42.94,0.22,0.05,0.08,0.02,0.00,0.08,0.26,0.13,0.27,0.01,0.04,1.14,5.57,0.62,0.13,41.89,0.53,0.00
